manifest_id,doc_id,source_domain,event_published_at,event_ts_hour,title,generated_on
60,ZZM_CN_e9b84f0b71ed,zzmetro.cn,2023-09-07 16:05:00,2023-09-07 16:00:00,工程亮点诠释匠心品质 3号线二期工程位于郑州市经开区，全长6.316公里，由一期工程向南延伸。线路北起于一期工程终点营岗站，沿经开第十七大街、经开第十五大街走行，南止于经南十五路路口，设有潮河站、滨河新城站、司赵站、滨河新城南站4座车站。自2020年3月15日正式开工建设，3年多以来，广大市民和乘客朋友悉心呵护、鼎力支持，共同见证了3号线二期工程的茁壮成长。... 3号线二期工程位于郑州市经开区，,2025-12-24
61,ZZM_CN_2ed60ccdcd09,zzmetro.cn,2023-09-06 17:35:00,2023-09-06 17:00:00,定了！9月8日，郑州市轨道交通3号线二期正式开通运营 经郑州市人民政府批准，郑州市轨道交通3号线二期定于2023年9月8日9时58分开通运营。... 经郑州市人民政府批准，郑州市轨道交通3号线二期定于2023年9月8日9时58分开通运营。,2025-12-24
62,ZZM_CN_7d0e1ff7edb9,zzmetro.cn,2023-09-03 10:49:00,2023-09-03 10:00:00,加快建设“轨道上的都市”     为城市发展提速加力 “智慧工地集成管理”获河南省智慧工地示范项目最高等级评价、多次荣获“国家优质工程奖”“詹天佑奖”等国家级荣誉……“近年来，郑州地铁集团站位郑州‘当好国家队、提升国际化、引领现代化河南建设’总目标，以加快建设‘轨道上的都市’为己任，稳中求进、难中求成，交出了靓丽的发展答卷。”郑州地铁集团有限公司党委书记、董事长许振告诉记者。... “智慧工地集成,2025-12-24
63,ZZM_CN_2af3443a187a,zzmetro.cn,2023-08-30 17:50:00,2023-08-30 17:00:00,郑州市轨道交通3号线二期工程顺利通过初期运营前安全评估 8月27日至30日，为期四天的郑州市轨道交通3号线二期工程初期运营前安全评估会顺利举行。通过对工程全面细致的评估检查后，专家组高度评价了3号线二期工程建设质量，一致认定3号线二期工程安全评估工作准备充分，各项资料齐全，具备初期运营条件。... 8月27日至30日，为期四天的郑州市轨道交通3号线二期工程初期运营前安全评估会顺利举行。通过对工程全,2025-12-24
64,ZZM_CN_304e546d1278,zzmetro.cn,2023-08-01 14:30:00,2023-08-01 14:00:00,郑州地铁集团党委“绿城星火”党建品牌被授予“2023年度全国企业党建优秀品牌”荣誉称号 近日，郑州地铁集团党委“绿城星火”党建品牌被《中国企业报集团》、中企党建研究院等联合授予“2023年度全国企业党建优秀品牌”荣誉称号。... 近日，郑州地铁集团党委“绿城星火”党建品牌被《中国企业报集团》、中企党建研究院等联合授予“2023年度全国企业党建优秀品牌”荣誉称号。,2025-12-24
65,ZZM_CN_4d1adfa2d6f1,zzmetro.cn,2023-07-31 21:00:00,2023-07-31 21:00:00,8月1日起，退役军人及其他优抚对象乘坐郑州地铁，免费！ 根据《郑州市人民政府办公厅关于印发郑州市退役军人和其他优抚对象享受公共交通和文化旅游优待政策实施方案的通知》要求，自2023年8月1日起，退役军人及其他优抚对象凭优待证可以免费乘坐郑州地铁。... 根据《郑州市人民政府办公厅关于印发郑州市退役军人和其他优抚对象享受公共交通和文化旅游优待政策实施方案的通知》要求，自2023年8月1日起，退役军人,2025-12-24
66,ZZM_CN_175d7713fee0,zzmetro.cn,2023-07-28 20:45:00,2023-07-28 20:00:00,郑州地铁全力应对台风“杜苏芮”，确保运营线路安全平稳度汛 为做好台风“杜苏芮”防范应对工作，郑州地铁提前部署、统筹谋划，密切关注气象预警信息，强化应急会商研判，严格落实值班值守制度，进一步压实管理责任，全力做好各项防范应对准备工作，确保运营线路安全平稳度汛。... 为做好台风“杜苏芮”防范应对工作，郑州地铁提前部署、统筹谋划，密切关注气象预警信息，强化应急会商研判，严格落实值班值守制度，进一步压实,2025-12-24
67,ZZM_CN_2eab25dac155,zzmetro.cn,2023-06-30 17:10:00,2023-06-30 17:00:00,流动的红色课堂！郑州地铁党建主题车站上线！ 为充分发挥地铁宣传载体作用，将地铁车站打造成为创新型、学习型的移动宣传阵地，深入持久开展党的创新理论学习宣传，郑州地铁在5号线齐礼阎站打造“星火成炬二十大 踔厉奋进新征程”党建主题车站。... 为充分发挥地铁宣传载体作用，将地铁车站打造成为创新型、学习型的移动宣传阵地，深入持久开展党的创新理论学习宣传，郑州地铁在5号线齐礼阎站打造“星火成炬二十大 踔厉奋,2025-12-24
68,ZZM_CN_5b7961782900,zzmetro.cn,2023-06-22 21:00:00,2023-06-22 21:00:00,郑州地铁端午节发福利！“豫见美好 爱上一座城——坐地铁 享福利”活动上线啦！ 6月22日至7月22日，郑州地铁联动沿线30余家品牌商家举办的“豫见美好 爱上一座城——坐地铁 享福利”大型活动浪漫启幕。1号线、2号线、5号线全线站点派发10万份飞行棋福利地图，上线抽奖小程序“晶晶享礼”，发放2000册集章护照本，盖章打卡12个特色地铁站，活动内容丰富有趣，欢迎乘客朋友们“棋”行郑州，乐玩地铁。...,2025-12-24
69,ZZM_CN_b86c8e7d2b21,zzmetro.cn,2023-06-15 09:30:00,2023-06-15 09:00:00,文明之光点亮市民幸福生活！——2023郑州地铁文明随手拍活动正式启动！ 郑州地铁作为郑州市民出行的重要交通工具，不仅是城市文明传播的重要载体，更是郑州这座城市的文明缩影，6月15日，由郑州市文明办、郑州地铁集团有限公司主办，凤凰网河南频道承办的“文明之光点亮市民幸福生活！——2023郑州地铁文明随手拍活动”正式启动。... 郑州地铁作为郑州市民出行的重要交通工具，不仅是城市文明传播的重要载体，更是,2025-12-24
70,ZZM_CN_f2db22297c31,zzmetro.cn,2023-06-06 12:30:00,2023-06-06 12:00:00,高考在即，为梦想而战！请收好这份郑州地铁“晶”心助考指南，加油！ 为彰显“真诚一路 情润万家”服务理念，为考生营造良好的考试环境，高考期间，郑州地铁开展“爱心助考·‘晶’心为您”爱心护考活动，助力广大考生圆梦之路。,2025-12-24
71,ZZM_CN_f234b998fe41,zzmetro.cn,2023-06-01 14:17:00,2023-06-01 14:00:00,1分钱乘地铁，畅游郑州不停歇 为助力郑州夜经济发展，自2023年6月1日起，每日20时（含20时）后使用商易行APP、支付宝小程序、微信小程序、银联云闪付、龙支付中任意渠道扫码/刷脸乘车享1分钱乘地铁优惠。... 为助力郑州夜经济发展，自2023年6月1日起，每日20时（含20时）后使用商易行APP、支付宝小程序、微信小程序、银联云闪付、龙支付中任意渠道扫码/刷脸乘车享1分钱乘地铁优惠。,2025-12-24
72,ZZM_CN_39ef36fed15d,zzmetro.cn,2023-05-31 15:48:00,2023-05-31 15:00:00,童心置换 甜蜜护航——郑州地铁联名能量包上线啦 “六一”儿童节临近，为助力儿童友好城市创建，全方位提升服务品质，5月31日，郑州地铁联合郑州广播电视台地铁电视、河南肯德基、必胜客在关虎屯站开展“童心置换 甜蜜护航”联名能量包上线活动，同时开启置换计划，为地铁出行注入暖心能量，切实提升市民乘客出行的舒适度和幸福感。... “六一”儿童节临近，为助力儿童友好城市创建，全方位提升服务品质，5月31日，郑,2025-12-24
73,ZZM_CN_a35bf90d09f2,zzmetro.cn,2023-05-26 21:00:00,2023-05-26 21:00:00,郑州地铁“法治号”专列启用仪式在1号线郑东车辆段举行 5月26日上午，由中共河南省委全面依法治省委员会守法普法小组、河南省司法厅联合打造的“法治号”地铁专列，在郑州地铁1号线郑东车辆段举行启用仪式，省委宣传部、省司法厅、省交通运输厅、市委宣传部、郑州地铁集团等单位有关领导出席了启用仪式。,2025-12-24
74,ZZM_CN_77046380a452,zzmetro.cn,2023-05-12 16:43:00,2023-05-12 16:00:00,真操实练，以练为战！郑州市轨道交通在建工程开展防汛综合应急演练 5月12日，由郑州市城乡建设局主办，郑州市建设安全监督站、郑州地铁集团有限公司协办，上海隧道工程有限公司、上海城建市政（集团）有限公司、郑州一建集团有限公司承办的郑州市轨道交通在建工程防汛综合应急演练在8号线一期工程02标08工区文创站组织开展。... 5月12日，由郑州市城乡建设局主办，郑州市建设安全监督站、郑州地铁集团有限公司协办,2025-12-24
75,ZZM_CN_7d2cc887b171,zzmetro.cn,2023-05-06 09:57:00,2023-05-06 09:00:00,青年主题车站正式上线 为牢固树立青年优先发展理念，积极推进青年发展型城市建设。近日，共青团郑州市委联合郑州地铁集团有限公司运营分公司团委精心打造的青年主题车站在郑州地铁4号线会展中心站正式上线，站内鲜明的主题、绚丽的色彩、友好的举措、有趣的创意、浓厚的氛围，吸引了大批青年乘客驻足体验、打卡。... 为牢固树立青年优先发展理念，积极推进青年发展型城市建设。近日，共青团郑州市委联合郑州地铁集团有限公司,2025-12-24
76,ZZM_CN_af769af6a70f,zzmetro.cn,2023-05-04 19:02:00,2023-05-04 19:00:00,聚力青年发展  激扬青春有为 为大力弘扬“爱国、进步、民主、科学”的“五四”精神，激励广大青年团员踔厉奋发、笃行不怠，5月4日下午，共青团郑州市委联合郑州地铁在4号线会展中心青年主题车站举办“聚力青年发展  激扬青年有为”主题团日活动。... 为大力弘扬“爱国、进步、民主、科学”的“五四”精神，激励广大青年团员踔厉奋发、笃行不怠，5月4日下午，共青团郑州市委联合郑州地铁在4号线会展中心青年主题车站,2025-12-24
77,ZZM_CN_d91842658285,zzmetro.cn,2023-04-20 08:55:00,2023-04-20 08:00:00,全国城市轨道交通企业工会联委会 第十八届年会胜利召开 2023年4月19日，全国城市轨道交通企业工会联委会第十八届（2023年）年会在郑州胜利召开。本次年会由全国城市轨道交通企业工会联委会主办，郑州地铁集团有限公司工会承办。中国海员建设工会、河南省总工会、郑州市总工会相关领导出席了此次会议，来自全国32座城市的110余名城市轨道同仁共同参加了本次年会。... 2023年4月19日，全国城市轨道交通,2025-12-24
78,ZZM_CN_564809feeba5,zzmetro.cn,2023-04-02 10:25:00,2023-04-02 10:00:00,223.51万人次，郑州地铁单日客流再创今年新高！ 4月1日，郑州地铁线网日客运量达223.51万人次，再次刷新今年单日客运量记录！,2025-12-24
79,ZZM_CN_f06825727e42,zzmetro.cn,2023-03-30 14:32:00,2023-03-30 14:00:00,感知郑州，热爱郑州！郑州地铁“在校大学生免费乘车”活动来咯 郑州地铁助力青年人才 奋进向前 畅游郑州 开展“在校大学生免费乘车”活动  一起发现郑州之美 感知郑州 热爱郑州... 郑州地铁助力青年人才 奋进向前 畅游郑州 开展“在校大学生免费乘车”活动  一起发现郑州之美 感知郑州 热爱郑州,2025-12-24
80,ZZM_CN_657560c620d2,zzmetro.cn,2023-03-05 09:05:00,2023-03-05 09:00:00,弘扬雷锋精神 倡树时代新风——郑州地铁组织开展“学雷锋 我行动”志愿服务月系列活动 无论时代如何变迁，雷锋精神永不过时。今年是纪念毛泽东等老一辈革命家为雷锋同志题词60周年，为贯彻落实习近平总书记关于弘扬雷锋精神的重要指示精神，深入学习贯彻党的二十大精神，践行和培育社会主义核心价值观，大力弘扬“奉献、友爱、互助、进步”的志愿精神，郑州地铁集团有限公司充分发挥城市窗口的优势，组织开展 “学雷锋 我行,2025-12-24
81,ZZM_CN_e2dfb3b11e3e,zzmetro.cn,2023-02-27 10:30:00,2023-02-27 10:00:00,郑州地铁诚邀全国城市轨道交通领域同仁参加“2023中国城市轨道交通高质量发展大会暨绿色、智慧城轨大会” 郑州地铁集团有限公司受中国城市轨道交通节能技术大会组委会邀约主办，洛阳市轨道交通集团有限责任公司、中铁七局集团有限公司等单位协办，定于2023年5月在郑州市召开“2023中国城市轨道交通高质量发展大会暨绿色、智慧城轨大会”。大会同期举办“第十届中国城市轨道交通节能技术大会”、“第十届中国城市轨道,2025-12-24
82,ZZM_CN_9f7355361c4c,zzmetro.cn,2023-02-16 18:25:00,2023-02-16 18:00:00,公司党委班子召开2022年度民主生活会 按照市国资委党委部署要求，2月16日，公司党委班子召开2022年度民主生活会，以全面贯彻习近平新时代中国特色社会主义思想，深刻领悟“两个确立”的决定性意义，增强“四个意识”、坚定“四个自信”、做到“两个维护”，团结带领党员干部以奋发有为的精神状态贯彻落实党的二十大作出的重大决策部署为主题，紧密结合公司工作实际，查摆突出问题，开展党性分析，进行批评和自我批评，,2025-12-24
